
------------------------------- TF-IDF TRUE -------------------------------
n-grams(1-1)
df		 Precision 				 Recall 				 F-score
5	0.6267857142857143		0.3641666666666667		0.4382524677510868
6	0.6799603174603174		0.32083333333333336		0.41975148014964947
7	0.7216666666666667		0.3325					0.4304025397733837
8	0.7474703074703074		0.39625					0.49665851956459584
9	0.6817316017316017		0.33208333333333334		0.42416407256762617
10	0.7184415584415584		0.35791666666666666		0.4517214756100576
11	0.6850638740344623		0.3770833333333333		0.4639636351444132
12	0.6959740259740259		0.39583333333333337		0.4825792979460168
13	0.7211796536796536		0.4095833333333333		0.505120454330173
14	0.6362824675324674		0.33291666666666664		0.42504048568179
15	0.6667460317460318		0.3329166666666667		0.4311201496026181
16	0.7031547619047619		0.32625000000000004		0.42612598044806277
17	0.6655952380952381		0.3258333333333333		0.4258923274014438
18	0.6671717171717171		0.36416666666666664		0.45911928573218896
19	0.7054715219421102		0.36416666666666664		0.45691143943775525
20	0.6781859806859807		0.33958333333333335		0.44078121179170654
21	0.7432492997198878		0.35791666666666666		0.47247969421882463

n-grams(1-2)
df		 Precision 				 Recall 				 F-score
3	0.624258658008658		0.46749999999999997		0.5181787824932986
4	0.6572727272727272		0.4729166666666666		0.5382172080851163
5	0.6695237657079762		0.45458333333333345		0.5244168897472568
6	0.6629792429792429		0.41					0.49246842583292005
7	0.7044677544677544		0.4345833333333333		0.5256743015047098
8	0.6994318181818182		0.4341666666666666		0.5158278070853034
9	0.6594588744588745		0.4033333333333333		0.4831926849318154
10	0.6806302521008403		0.39666666666666667		0.49340297383775644
11	0.6781532356532357		0.38416666666666666		0.47124175790892425
12	0.6774972688130584		0.41					0.4942724287207046
13	0.7041677276971394		0.39125					0.48701457640588075
14	0.6496229260935142		0.3708333333333333		0.45982752418884354
15	0.7207142857142858		0.3329166666666667		0.43527018196502654
16	0.6725891265597147		0.35208333333333336		0.4455356527530441
17	0.7108208020050125		0.39583333333333337		0.48138505720553404
18	0.7399494949494949		0.3845833333333334		0.48950103027596636
19	0.6828679653679653		0.3766666666666667		0.4740674710983267
20	0.6696987734487735		0.35125					0.44910279535279524
21	0.73328111946533		0.37083333333333335		0.47765292678336146
22	0.724040404040404		0.3779166666666667		0.48042857142857154

n-grams(1-3)
df		 Precision 				 Recall 				 F-score
4	0.684576479076479		0.5308333333333334		0.57937762986551
5	0.6820075757575758		0.485					0.5529717124825819
6	0.7015336134453781		0.47416666666666674		0.5476578202556464
7	0.70090654959076		0.4229166666666667		0.5123651878134636
8	0.6562214247740563		0.45458333333333334		0.5217354497354496
9	0.6772779997779997		0.4341666666666667		0.5148564416945227
10	0.6630044955044955		0.39791666666666664		0.479887865757431
11	0.7154906204906204		0.39125					0.48318717460580435
12	0.668345864661654		0.35124999999999995		0.4442647656606467
13	0.686033834586466		0.36375					0.4591412050107702
14	0.659448051948052		0.4287500000000001		0.5026678771253216
15	0.7236671223513329		0.42125					0.5072988605597301
16	0.6506850175967822		0.37125					0.4586567690180884
17	0.6822077922077922		0.39541666666666664		0.47722467714229727
18	0.6769047619047619		0.37083333333333335		0.4575916383811121
19	0.6870238095238096		0.34458333333333335		0.446717566678296
20	0.7350252525252525		0.3775					0.4860415486544518
21	0.6978538128538128		0.3716666666666667		0.4704295996760087
22	0.7083333333333334		0.37125					0.46570674423615593
23	0.7125248281130634		0.3641666666666667		0.459647460091396



