
------------------------------- TF-IDF TRUE -------------------------------
n-grams(1-1)
df		 Precision 				 Recall 				 F-score
22	0.5707984172690056		0.5633333333333332		0.5564526214526214

n-grams(1-3)
df		 Precision 				 Recall 				 F-score
4	0.5821048779443865		0.67875					0.6178067791384179
5	0.5649483389847166		0.6470833333333333		0.5932532137235857
6	0.5733290276974488		0.6658333333333333		0.6066516092603049
7	0.5668768512189565		0.6391666666666668		0.5919035164196454
8	0.5697286651059628		0.6454166666666667		0.596593514213353
9	0.5531657268170427		0.62					0.5781717236394001
10	0.563704422346188		0.62625					0.5864210474092786
11	0.5558985699542975		0.6066666666666667		0.5739155851483557
12	0.5588304585906453		0.6133333333333333		0.576881784293329
13	0.5710299750159097		0.6137499999999999		0.5818484971543925
14	0.56560960591133		0.6199999999999999		0.5830781997634056
15	0.5629924058599194		0.6070833333333333		0.5763472745420006
16	0.578514223223842		0.6070833333333333		0.5829501915708812
17	0.58142792879635		0.5945833333333332		0.5784421926206915
18	0.5721814614693871		0.5758333333333333		0.56546711251603
19	0.5588315709058743		0.575					0.5574878236947203
20	0.5607112701539946		0.5754166666666667		0.5586700897045723
21	0.572295557899273		0.5883333333333333		0.5704562662752318
22	0.5773812736970632		0.5945833333333332		0.576369578134284
23	0.575330622773078		0.6008333333333333		0.5790458842339115




------------------------------- TF-IDF FALSE -------------------------------
n-grams(1-1)
df		 Precision 				 Recall 				 F-score
2	0.5299032999164578		0.7433333333333334		0.6105366222058421
3	0.5355817853457172		0.73					0.60932881049394
4	0.5390348624830049		0.7433333333333334		0.6163782969551912
5	0.5328503734827265		0.75625					0.6163411406588176
6	0.5144900146978152		0.7625					0.6079310382917601
7	0.49759391534391534		0.7625					0.5961469773230013
8	0.49459079229905		0.7691666666666667		0.596059529875606
9	0.4851487362570954		0.7691666666666667		0.5892699301986243
10	0.4832983618081069		0.7691666666666668		0.5893454812196788
11	0.48141298154341633		0.7691666666666668		0.5877317259700756
12	0.4770464024818863		0.7691666666666668		0.5840478106644686
13	0.47466188334404225		0.7754166666666668		0.5845431553396445
14	0.4668724201647255		0.7629166666666667		0.5744032741049929
15	0.466092302063254		0.7691666666666668		0.575476025967245
16	0.4597079423144331		0.7816666666666667		0.5737333193953958
17	0.453445130849469		0.7816666666666667		0.5684937520583416
18	0.45497510395815277		0.7816666666666667		0.5692372861293201
19	0.45765904870516116		0.7883333333333333		0.572525031179545
20	0.4586578142635811		0.7879166666666667		0.5727911992897816
21	0.4582420747473918		0.7941666666666667		0.574332527184151

n-grams(1-2)
df		 Precision 				 Recall 				 F-score
3	0.6104601916270715		0.5758333333333333		0.5846876190258543
4	0.6154014041514042		0.6395833333333333		0.619378148292056
5	0.5854382204127319		0.6654166666666667		0.6131353004087414
6	0.5647824149422614		0.6975					0.6168014291048965
7	0.5534072308765403		0.72375					0.6182494304114039
8	0.5200271134094663		0.75					0.6068241694688259
9	0.5085735208595817		0.7433333333333334		0.5976972208855761
10	0.5035331817174119		0.75					0.5966808459218326
11	0.490674216463197		0.7429166666666667		0.5856676123925528
12	0.5026751683681969		0.7625					0.6001180393935595
13	0.4850102627257799		0.7558333333333332		0.5852039724637053
14	0.4731589178880114		0.7495833333333334		0.574603839091521
15	0.4689630268693117		0.7558333333333332		0.5721357419440375
16	0.4746380933880934		0.7620833333333332		0.5777005381017462
17	0.4720073269642235		0.7620833333333332		0.5751303691674254
18	0.4657170043835784		0.7749999999999999		0.5751264016119704
19	0.4569405020634754		0.7745833333333333		0.5666496378100545
20	0.4575241096983976		0.7812499999999999		0.5701364372071259
21	0.45445175473760446		0.7874999999999999		0.56842638701395
22	0.4488166614344323		0.7941666666666667		0.5660149774475325

n-grams(1-3)
df		 Precision 				 Recall 				 F-score
4	0.5801615175330345		0.6070833333333333		0.5852735401673246
5	0.5718450503744621		0.6520833333333333		0.6015997815997816
6	0.5487642097591388		0.6783333333333333		0.5990240093834479
7	0.5323639454725738		0.70375					0.5987649461031813
8	0.5267501665001666		0.7304166666666666		0.6060835391634273
9	0.49488518727649156		0.7233333333333334		0.5816542605051496
10	0.49304509379509376		0.7366666666666666		0.5854392505467327
11	0.48200540602714514		0.7295833333333334		0.5748772138245822
12	0.4888341527145875		0.7620833333333332		0.5900453665648442
13	0.48059652938212444		0.7495833333333333		0.5797614866557901
14	0.4679588578748877		0.7491666666666666		0.5698799875637646
15	0.47117308138859865		0.7558333333333332		0.5736369443019074
16	0.46922863694415423		0.7620833333333332		0.573515631506176
17	0.46943232717331124		0.7683333333333333		0.5741877353012532
18	0.46787528584192756		0.7874999999999999		0.5801746629351234
19	0.465879889512608		0.7933333333333332		0.5788168515690526
20	0.46318502274836604		0.79375					0.577616871209645
21	0.45876056290036804		0.79375					0.5733287600818008
22	0.44918751546902075		0.8004166666666667		0.5673858731508938
23	0.45009338377707325		0.8066666666666666		0.5700544413440298



