
------------------------------- TF-IDF TRUE -------------------------------
n-grams(1-1)
df		 Precision 				 Recall 				 F-score
14	0.3969252208008521		0.6591666666666666		0.4906657632453226
15	0.40321405095153356		0.6725					0.4990070725781484
16	0.3964811784531063		0.6654166666666665		0.4917818190799557
17	0.40303974039542795		0.6716666666666666		0.4986761190322708
18	0.39539981183531225		0.6458333333333333		0.48598707511751
19	0.3887381176787471		0.6391666666666667		0.4789790029873651
20	0.38033940585045073		0.6391666666666667		0.4727116973207459
21	0.37293647766759896		0.6133333333333334		0.4599548513502002
22	0.36681338182844436		0.6004166666666667		0.4504753554131315
23	0.35893715122217745		0.5945833333333334		0.443358086563452



