
------------------------------- TF-IDF TRUE -------------------------------
n-grams(1-1)
df		 Precision 				 Recall 				 F-score
9	0.1802765524845114		0.4416666666666666		0.25513318534961155
10	0.1736850552168914		0.44958333333333333		0.24833637210895398
11	0.16774255577741232		0.44333333333333336		0.24155147572225372
12	0.18072115292481547		0.4800000000000001		0.2612753392965766
13	0.1568237001357958		0.41541666666666666		0.2265281386508843
14	0.18990683804246658		0.4866666666666667		0.27162078162908065
15	0.19574121315192744		0.5075000000000001		0.281088114502696
16	0.18249174319518408		0.4879166666666667		0.2649215600861875
17	0.18305607843674798		0.4625					0.2611601779006821
18	0.1846543873903918		0.42250000000000004		0.2557521036754783
19	0.19883969787038844		0.4683333333333334		0.2739838525379322
20	0.19447392373115657		0.4429166666666666		0.26867758576653455
21	0.18886234801129798		0.44958333333333333		0.26331552019042226
22	0.17272854725684916		0.43624999999999997		0.2441949367159451
23	0.17744768082336976		0.43499999999999994		0.2504264380516384




------------------------------- TF-IDF FALSE -------------------------------
n-grams(1-1)
df		 Precision 				 Recall 				 F-score
2	0.19977125056224432		0.6041666666666666		0.2966835330197719
3	0.20401269876418654		0.6166666666666666		0.3033293571338817
4	0.20432550556220766		0.6166666666666667		0.3030911196828978
5	0.20273492972861443		0.60375					0.30016087106313316
6	0.19907798161770346		0.60375					0.29584151012361315
7	0.20237107884801078		0.5979166666666667		0.2985109287867508
8	0.2037559212086248		0.6104166666666667		0.3015639993118607
9	0.20353554937491994		0.6104166666666666		0.30153153479355577
10	0.19903636831569727		0.6041666666666667		0.2956932082292721
11	0.19806247174041444		0.5912499999999999		0.2931097437688405
12	0.20435789898315665		0.6170833333333333		0.30310034361764016
13	0.20704203110623393		0.6166666666666667		0.3060987360114244
14	0.20753649425401619		0.6170833333333333		0.3068439899143556
15	0.20473301093366278		0.6166666666666667		0.30322075709138274
16	0.20141290416741225		0.6233333333333333		0.30057954865261965
17	0.20123408829360842		0.6041666666666667		0.29767143951926445
18	0.2021130009742004		0.6108333333333333		0.3003636776681813
19	0.2017813121996878		0.6045833333333334		0.2986677163864714
20	0.20212219737829978		0.6108333333333333		0.29998288814258955
21	0.20842398341038587		0.6170833333333333		0.307991508075235

n-grams(1-2)
df		 Precision 				 Recall 				 F-score
3	0.18881713760103958		0.5604166666666667		0.2805740999801706
4	0.19401679607740954		0.56625					0.2866937603983942
5	0.20143262318355787		0.5920833333333334		0.2980215545898811
6	0.19609253015795838		0.5791666666666667		0.29093218838593693
7	0.19582689350631785		0.5791666666666667		0.2903167346520046
8	0.2015560033137913		0.5916666666666667		0.29858858900202756
9	0.19406202522513344		0.5787500000000001		0.2883649556942133
10	0.20656637844971928		0.6041666666666666		0.3057905720433336
11	0.20603131163654725		0.5979166666666667		0.3036950760159613
12	0.19565295946667743		0.5854166666666666		0.29093131646459863
13	0.2003104605339813		0.61125					0.2991356245868144
14	0.19847598841232864		0.5858333333333333		0.2940967494856442
15	0.19784200383409933		0.5979166666666667		0.29457151606740106
16	0.19539550074556938		0.5979166666666667		0.2917991760548253
17	0.19607464426911825		0.5858333333333333		0.2912750787299179
18	0.20131938019152956		0.6170833333333333		0.30089956243776317
19	0.20205316550347888		0.6108333333333333		0.3007748958011418
20	0.19593275936914484		0.5920833333333333		0.2912050038101378
21	0.20022527676181587		0.62375					0.3004415593434338
22	0.20194578402681182		0.6233333333333333		0.30197476892192693

n-grams(1-3)
df		 Precision 				 Recall 				 F-score
4	0.18756964601768347		0.5475					0.277361070081529
5	0.19809175086414796		0.5858333333333333		0.29389234485836
6	0.19490745749576788		0.5854166666666666		0.2904245601684349
7	0.1835652727292369		0.5408333333333333		0.2718450939047954
8	0.1964455132961262		0.5725					0.2905100149186974
9	0.1973239234907453		0.5795833333333333		0.2919086007451445
10	0.19896822719120244		0.59125					0.2957620905387023
11	0.19757581534175495		0.5912499999999999		0.2939603453821632
12	0.1963886315600761		0.5983333333333334		0.2934051777758282
13	0.19749330959836625		0.5983333333333334		0.29459152972482033
14	0.19514662821367185		0.5858333333333333		0.2901562121872143
15	0.2014143697186294		0.6108333333333333		0.3003975416668564
16	0.1931641662000362		0.5791666666666666		0.2874636651241672
17	0.19598472240695514		0.6041666666666666		0.2933580170237683
18	0.20383452476524813		0.6170833333333333		0.3037210406276624
19	0.19929862271248827		0.6233333333333333		0.2996574596083159
20	0.20296183634986745		0.6174999999999999		0.30234898608737
21	0.19933582939706468		0.6174999999999999		0.29856638012939235
22	0.19933306143737056		0.6045833333333334		0.29643483508047996
23	0.20478302126426495		0.5983333333333334		0.3013268046507483



