
------------------------------- TF-IDF TRUE -------------------------------
n-grams(1-1)
df		 Precision 				 Recall 				 F-score
5	0.2871118183931651		0.5387500000000001		0.3694529769548745
6	0.3034219647454942		0.5508333333333333		0.3889229270719211
7	0.31250149704097063		0.5391666666666667		0.3915531293016838
8	0.33620711757009397		0.58375					0.42292891806655114
9	0.3211801468225617		0.5512499999999999		0.39969227610814473
10	0.31386344123975307		0.5183333333333333		0.3862176552632544
11	0.31098205670213785		0.5375					0.390415964338938
12	0.31628870129287406		0.5250000000000001		0.39236869135713814
13	0.31833095664149486		0.5308333333333334		0.3960961568680138
14	0.3350697094387797		0.5241666666666667		0.4031157348913674
15	0.344681319285675		0.55					0.4197454737155734
16	0.3432530106059518		0.5370833333333334		0.41363890382427504
17	0.33274588256149185		0.5504166666666668		0.40686466065583726
18	0.3264770253900689		0.53					0.3995090450958382
19	0.32806744979158775		0.53125					0.3995599931304446
20	0.33167938597350366		0.545					0.4093007604753433
21	0.31183287506920043		0.5183333333333333		0.38642080633512943
22	0.34007978180186427		0.58875					0.42541775561854206
23	0.30200169019784767		0.5						0.36552768622736254




------------------------------- TF-IDF FALSE -------------------------------
n-grams(1-1)
df		 Precision 				 Recall 				 F-score
2	0.3216501091501091		0.6162500000000001		0.4192823255953601
3	0.3071455775017481		0.6087499999999999		0.40500662654917974
4	0.3211869291025215		0.6020833333333333		0.41427541339870777
5	0.32183935327957064		0.6158333333333333		0.41630877820267304
6	0.3165156059476546		0.6225					0.416434145404245
7	0.3234264348499973		0.6283333333333333		0.42328910088118993
8	0.31407999416063925		0.6033333333333333		0.40831625373045555
9	0.31867521026433676		0.6083333333333333		0.4145722254278638
10	0.3263709480363536		0.6291666666666667		0.4251127171436141
11	0.3264393639389026		0.635					0.42739437641703637
12	0.3307201258561708		0.6087499999999999		0.424168143441079
13	0.31851780985963896		0.6162500000000001		0.4166278562707134
14	0.3311024035134627		0.635					0.43246056226661134
15	0.3168327310365385		0.62875					0.41794117959335353
16	0.3313900989869655		0.635					0.43187322303047593
17	0.32593087533635856		0.61					0.420536196750979
18	0.30919499130226236		0.6166666666666667		0.40764301786637036
19	0.30916571562798695		0.6216666666666667		0.40928883465763055
20	0.3285425081879431		0.6100000000000001		0.4240070234191081
21	0.32202036514744636		0.62375					0.42198873395293396

n-grams(1-2)
df		 Precision 				 Recall 				 F-score
3	0.31312846021406376		0.5970833333333334		0.4085317347642726
4	0.3199547391619206		0.6220833333333333		0.4195086271107846
5	0.318528028174718		0.5708333333333333		0.4045553648109096
6	0.328672840405834		0.5900000000000001		0.41583145996914955
7	0.32117637509549274		0.5908333333333333		0.41301853155176527
8	0.3193035165924608		0.5954166666666667		0.409851669265852
9	0.30577247690208487		0.5770833333333333		0.3966430236430237
10	0.29647929480223084		0.5900000000000001		0.39196000372936773
11	0.32369796195338474		0.6337499999999999		0.4254686197682423
12	0.32547488038277506		0.6025					0.41820851191989633
13	0.3196608165058323		0.6024999999999999		0.4128037127322819
14	0.3221919330563495		0.6145833333333333		0.4191347974334324
15	0.31243313248748034		0.5825					0.40093077690125545
16	0.31084605315770986		0.57875					0.4008710650693315
17	0.29595900140727727		0.5770833333333333		0.3891883163377471
18	0.3171673869200106		0.5891666666666666		0.4083428086624605
19	0.31229354305824897		0.5954166666666666		0.40579549235520657
20	0.31869442467138115		0.6029166666666667		0.4142353342064039
21	0.3154851720906467		0.6154166666666667		0.4131670902055129
22	0.31335158321594403		0.5833333333333333		0.4015630044325234

n-grams(1-3)
df		 Precision 				 Recall 				 F-score
4	0.31735548020377735		0.6354166666666667		0.421839400171626
5	0.3242599797567818		0.5833333333333334		0.411370296060855
6	0.30471778642610614		0.5908333333333333		0.39890992944296455
7	0.3117247506711923		0.6087499999999999		0.40895956611745704
8	0.29024426196350395		0.55625					0.37781403940427927
9	0.3030895907663149		0.5779166666666666		0.39431616240186274
10	0.29334153994874235		0.5583333333333333		0.382622015404258
11	0.29690253233864056		0.5754166666666667		0.38779054913307837
12	0.31214468833586695		0.5966666666666666		0.40586161700585477
13	0.30564812582053963		0.58375					0.39720910109422897
14	0.3032645853228778		0.5762499999999999		0.39503915361811187
15	0.3059347643097643		0.6095833333333334		0.40420417351573673
16	0.3117412863701579		0.5833333333333333		0.4029607718571898
17	0.3284131194476022		0.60375					0.4231007463839201
18	0.31415506956811307		0.5708333333333333		0.40186214741562987
19	0.29970098214925806		0.5887499999999999		0.39461445624232727
20	0.31914147976224827		0.6033333333333334		0.4140671580891827
21	0.305087896776062		0.59					0.39756429498326806
22	0.33281514845307947		0.6095833333333334		0.4262670592044929
23	0.2958778116585358		0.5575					0.3826873125579876



