
------------------------------- TF-IDF TRUE -------------------------------
n-grams(1-1)
df		 Precision 				 Recall 				 F-score
8	0.31992099798502055		0.76875		0.4448515264735244
9	0.3132490846964532		0.7433333333333334		0.4340144750770878
10	0.31755335963683834		0.7558333333333334		0.44043349677280236
11	0.3133806897122585		0.7554166666666667		0.4361758316300489
12	0.3220725657723127		0.7816666666666667		0.4474092988799355
13	0.3268534958937436		0.7816666666666667		0.4532128276746885
14	0.3229442916904217		0.7816666666666667		0.4504100326966284
15	0.3260357371039051		0.7816666666666667		0.4525058387273809
16	0.31446412399972773		0.7754166666666668		0.44309938754868405
17	0.3041253341253341		0.7691666666666668		0.4318986552419388
18	0.3023866254748607		0.7625		0.42974893647063467
19	0.30006750473468735		0.7625		0.42742798369463203
20	0.29514091969442935		0.7558333333333334		0.42108039317800383
21	0.29543007921780295		0.7558333333333334		0.42125144295169825

n-grams(1-2)
df		 Precision 				 Recall 				 F-score
3	0.34467303637675684		0.7370833333333334		0.46208441360763175
4	0.35069799349971764		0.7433333333333334		0.4677133065122575
5	0.35043858445354387		0.7366666666666666		0.46506690416326235
6	0.3473942750524226		0.7370833333333334		0.46215418086523324
7	0.33659438432406874		0.7308333333333334		0.45074123664104543
8	0.3337856016843768		0.7308333333333334		0.44896141751948343
9	0.33396205171931737		0.7437500000000001		0.4527568004069379
10	0.3250654800274794		0.7375		0.4430067832807751
11	0.32766946407651		0.7437500000000001		0.4464287425733543
12	0.3322886821811726		0.7754166666666668		0.4549545449313527
13	0.33071425132540505		0.7625000000000001		0.4509915955537657
14	0.32421158508325026		0.7495833333333334		0.44207846288072516
15	0.3296417728037057		0.7629166666666667		0.4503472611737319
16	0.3124726495956821		0.7500000000000001		0.43492250642091845
17	0.31228791571423786		0.7500000000000001		0.4339553991345234
18	0.30228649260672574		0.7495833333333334		0.42668059132752995
19	0.298995555227943		0.7429166666666667		0.422926788633234
20	0.2984201847077738		0.7429166666666667		0.4220919373070486
21	0.2981420369235495		0.7429166666666667		0.4215820347987195
22	0.29981160933120615		0.7558333333333334		0.42513731666665

n-grams(1-3)
df		 Precision 				 Recall 				 F-score
4	0.3525799848886778		0.7304166666666666		0.4675134851332047
5	0.3512238979658335		0.7366666666666666		0.46750268829101593
6	0.3448242581971045		0.7304166666666666		0.4599689861274935
7	0.33819497673016585		0.7308333333333334		0.45428066376356807
8	0.3346076667284098		0.7370833333333334		0.45061123490874966
9	0.33084697545959074		0.7437500000000001		0.44959239011172486
10	0.32730244751767434		0.7375		0.44416159507281183
11	0.32624290661958527		0.7437500000000001		0.44640979453887975
12	0.33052038949824575		0.7691666666666668		0.45213499605917223
13	0.32942309962046806		0.7562500000000001		0.448744693692977
14	0.326515854289089		0.7562500000000001		0.445726506347717
15	0.3274769517005776		0.7629166666666667		0.4482816183935544
16	0.3139517778323427		0.7437500000000001		0.4345207364521274
17	0.307789627265601		0.7437500000000001		0.4283078754918666
18	0.30078154309437444		0.7429166666666667		0.42407378707274795
19	0.298275732415097		0.7429166666666667		0.42216699903650695
20	0.3016803204467058		0.7429166666666667		0.4248134647583991
21	0.29866302348951923		0.7429166666666667		0.42170507074137226
22	0.3015076723176483		0.7558333333333334		0.42687228231864366
23	0.2920867943151775		0.7558333333333334		0.41776149494493053



