
------------------------------- TF-IDF TRUE -------------------------------
n-grams(1-1)
df		 Precision 				 Recall 				 F-score
22	0.12154546040161018		0.41291666666666665		0.1813871645933218

n-grams(1-3)
df		 Precision 				 Recall 				 F-score
4	0.1199393968436027		0.29125					0.16088592156858783
5	0.12325324071936702		0.29791666666666666		0.1654653442044713
6	0.12526098822265322		0.3104166666666667		0.1700257763494834
7	0.12415139094196966		0.32333333333333336		0.17052387605395536
8	0.1340160800075648		0.34208333333333335		0.1837707510729823
9	0.1378540318508463		0.35541666666666666		0.18976280237648308
10	0.132829218290961		0.35541666666666666		0.18521568506422453
11	0.13151554155444362		0.35541666666666666		0.18356338999087682
12	0.13142927897532403		0.35541666666666666		0.1834698889166093
13	0.1304328724265742		0.35541666666666666		0.1827142123648247
14	0.12867539483136042		0.3616666666666667		0.18224375824092834
15	0.12867539483136042		0.3616666666666667		0.18224375824092834
16	0.12768455635799392		0.3616666666666667		0.18123160428845125
17	0.12742498465130997		0.3616666666666667		0.18089142002197356
18	0.12590983313615844		0.3616666666666667		0.17989568744729362
19	0.1256073537854248		0.3816666666666667		0.18255994728272912
20	0.12532163949971056		0.3816666666666667		0.18222340882119065
21	0.12274354446162897		0.3879166666666667		0.1800387203913945
22	0.1226499865894023		0.3879166666666667		0.17990546320502482
23	0.12345661870171769		0.3875					0.18087826237353538




------------------------------- TF-IDF FALSE -------------------------------
n-grams(1-1)
df		 Precision 				 Recall 				 F-score
2	0.11988467601131644		0.25875000000000004		0.15465627321654604
3	0.12033899730676008		0.29125					0.1613466448727738
4	0.12783871026329086		0.32291666666666663		0.17440606617032978
5	0.13687054845988075		0.35541666666666666		0.18855517685900391
6	0.13130622104514508		0.35541666666666666		0.18358052680211684
7	0.12965635277288995		0.35541666666666666		0.1818606326113747
8	0.12580170486490533		0.3616666666666667		0.17993507231040295
9	0.12504699472794298		0.36791666666666667		0.18035760997446898
10	0.1276489523228174		0.3875					0.18563030166357306
11	0.12253871510148265		0.3875					0.17975612277945774
12	0.119929922610795		0.38708333333333333		0.17703783093016479
13	0.12406472659885533		0.41291666666666665		0.1842575925087935
14	0.1213478245800923		0.41916666666666663		0.1814861029954548
15	0.12615217248220928		0.4379166666666666		0.1890469536724294
16	0.12700249073968436		0.4445833333333334		0.19067678005815208
17	0.1258542538401911		0.4445833333333334		0.18921362048891585
18	0.13042453164840814		0.4833333333333334		0.19751595094276173
19	0.12676296630307787		0.4833333333333334		0.19398438225980985
20	0.1269054191328102		0.48958333333333337		0.19461092892592352
21	0.12496081651265874		0.48958333333333337		0.19257860602004379

n-grams(1-2)
df		 Precision 				 Recall 				 F-score
3	0.12257440528706835		0.29125					0.1637622517864113
4	0.12025730209389121		0.29125					0.1612508632500423
5	0.1287866820651526		0.32291666666666663		0.17558975183000008
6	0.13249438407780817		0.3358333333333333		0.18127476606426682
7	0.1355608839419575		0.34875					0.18631229343191658
8	0.13669687355754728		0.35541666666666666		0.188276521255726
9	0.1342578075540259		0.35541666666666666		0.18585197136302958
10	0.13077236068992484		0.35541666666666666		0.18318521370978416
11	0.1292199104931184		0.35541666666666666		0.18169530740243361
12	0.1290469633405949		0.3616666666666667		0.1819867172272929
13	0.12586514515877673		0.3616666666666667		0.17993993360156188
14	0.12762983229496833		0.3745833333333334		0.18414037798482158
15	0.12682279731063614		0.38083333333333336		0.18443565060059608
16	0.1282115215365494		0.3875					0.18626932046388953
17	0.12751019191578686		0.3875					0.18547165544464128
18	0.1252234946874053		0.3875					0.18288920212742005
19	0.12331084278677744		0.39375000000000004		0.18140693665618052
20	0.12589801842134227		0.41291666666666665		0.1860609296875591
21	0.1270216605723852		0.4320833333333334		0.18990162520218193
22	0.12681760288335048		0.4320833333333334		0.18961216126703234

n-grams(1-3)
df		 Precision 				 Recall 				 F-score
4	0.12115620537029696		0.29125					0.1622156089685769
5	0.1265262414878306		0.3104166666666667		0.17065674628689848
6	0.1276738553723756		0.31666666666666665		0.17361770909441054
7	0.12840784700889818		0.32291666666666663		0.1750919795600759
8	0.13253831595002746		0.3358333333333333		0.18133819965675335
9	0.1380169315663038		0.35541666666666666		0.1898800063339038
10	0.1364065135110897		0.35541666666666666		0.18796323804770596
11	0.13518213969053727		0.35541666666666666		0.18674474087059173
12	0.13248744615543626		0.35541666666666666		0.18484881283369503
13	0.13232381146836222		0.35541666666666666		0.18459582437571395
14	0.12822612386298626		0.3616666666666667		0.1819009598138271
15	0.12812073392019793		0.3616666666666667		0.18175368440881973
16	0.12710077186610153		0.3616666666666667		0.18060440323628327
17	0.12681499989140776		0.3616666666666667		0.18022133362047707
18	0.12776525762301885		0.3745833333333334		0.18409665247854626
19	0.12660644907278126		0.3875					0.184981454657831
20	0.12560670997684747		0.3875					0.18384934307813877
21	0.12252687998276235		0.39375					0.18082859290847408
22	0.12230572175202818		0.39375					0.1805152556923995
23	0.12389582597504381		0.39375000000000004		0.18204346246136777



